pair_id,galaxy_name,galaxy_rank,obsid_1,obsid_2,obs_id_1,obs_id_2,obs_collection_1,obs_collection_2,filter_1,filter_2,instrument_1,instrument_2,baseline_days,compatibility,compatibility_score,pair_score,public_both,pixel_priority
NGC 7541::hst_15145_92_wfc3_uvis_f555w_idgg92::hst_15145_9a_wfc3_uvis_f555w_idgg9a,NGC 7541,14,26667734,26667209,hst_15145_92_wfc3_uvis_f555w_idgg92,hst_15145_9a_wfc3_uvis_f555w_idgg9a,HST,HST,F555W,F555W,WFC3/UVIS,WFC3/UVIS,85.57356720999815,exact,1.0,1.3906077969080028,True,2.187477062544004
NGC 7541::hst_15145_93_wfc3_uvis_f814w_idgg93::hst_15145_9b_wfc3_uvis_f814w_idgg9b,NGC 7541,14,26668432,26667662,hst_15145_93_wfc3_uvis_f814w_idgg93,hst_15145_9b_wfc3_uvis_f814w_idgg9b,HST,HST,F814W,F814W,WFC3/UVIS,WFC3/UVIS,81.0547589899943,exact,1.0,1.3871155661322385,True,2.182820754842985
NGC 3583::hst_15145_41_wfc3_uvis_f350lp_idgg41::hst_15145_4a_wfc3_uvis_f350lp_idgg4a,NGC 3583,114,26668334,26667168,hst_15145_41_wfc3_uvis_f350lp_idgg41,hst_15145_4a_wfc3_uvis_f350lp_idgg4a,HST,HST,F350LP,F350LP,WFC3/UVIS,WFC3/UVIS,78.82371799000248,exact,1.0,1.3853197928411864,True,2.1804263904549153
NGC 7541::hst_15145_92_wfc3_uvis_f555w_idgg92::hst_15145_99_wfc3_uvis_f555w_idgg99,NGC 7541,14,26667734,26669536,hst_15145_92_wfc3_uvis_f555w_idgg92,hst_15145_99_wfc3_uvis_f555w_idgg99,HST,HST,F555W,F555W,WFC3/UVIS,WFC3/UVIS,78.42165757999464,exact,1.0,1.3849908420232557,True,2.179987789364341
NGC 3583::hst_15145_42_wfc3_uvis_f350lp_idgg42::hst_15145_4b_wfc3_uvis_f350lp_idgg4b,NGC 3583,114,26668219,26667896,hst_15145_42_wfc3_uvis_f350lp_idgg42,hst_15145_4b_wfc3_uvis_f350lp_idgg4b,HST,HST,F350LP,F350LP,WFC3/UVIS,WFC3/UVIS,77.75540761999582,exact,1.0,1.3844420575480925,True,2.1792560767307902
NGC 7541::hst_15145_94_wfc3_uvis_f350lp_idgg94::hst_15145_9b_wfc3_uvis_f350lp_idgg9b,NGC 7541,14,26667270,26667653,hst_15145_94_wfc3_uvis_f350lp_idgg94,hst_15145_9b_wfc3_uvis_f350lp_idgg9b,HST,HST,F350LP,F350LP,WFC3/UVIS,WFC3/UVIS,72.11480529000255,exact,1.0,1.3796007991661916,True,2.172801065554922
NGC 3583::hst_15145_42_wfc3_uvis_f350lp_idgg42::hst_15145_4a_wfc3_uvis_f350lp_idgg4a,NGC 3583,114,26668219,26667168,hst_15145_42_wfc3_uvis_f350lp_idgg42,hst_15145_4a_wfc3_uvis_f350lp_idgg4a,HST,HST,F350LP,F350LP,WFC3/UVIS,WFC3/UVIS,67.57112539999798,exact,1.0,1.3754211915848893,True,2.167228255446519
NGC 3583::hst_15145_43_wfc3_uvis_f350lp_idgg43::hst_15145_4b_wfc3_uvis_f350lp_idgg4b,NGC 3583,114,26668258,26667896,hst_15145_43_wfc3_uvis_f350lp_idgg43,hst_15145_4b_wfc3_uvis_f350lp_idgg4b,HST,HST,F350LP,F350LP,WFC3/UVIS,WFC3/UVIS,66.23809194999922,exact,1.0,1.3741423071115815,True,2.1655230761487756
NGC 7541::hst_15145_94_wfc3_uvis_f555w_idgg94::hst_15145_9a_wfc3_uvis_f555w_idgg9a,NGC 7541,14,26667286,26667209,hst_15145_94_wfc3_uvis_f555w_idgg94,hst_15145_9a_wfc3_uvis_f555w_idgg9a,HST,HST,F555W,F555W,WFC3/UVIS,WFC3/UVIS,65.03021006999916,exact,1.0,1.3729614018424199,True,2.1639485357898933
NGC 7541::hst_15145_95_wfc3_uvis_f350lp_idgg95::hst_15145_9b_wfc3_uvis_f350lp_idgg9b,NGC 7541,14,26667981,26667653,hst_15145_95_wfc3_uvis_f350lp_idgg95,hst_15145_9b_wfc3_uvis_f350lp_idgg9b,HST,HST,F350LP,F350LP,WFC3/UVIS,WFC3/UVIS,63.42698121000285,exact,1.0,1.371360167378766,True,2.1618135565050216
NGC 7541::hst_15145_91_wfc3_uvis_f814w_idgg91::hst_15145_97_wfc3_uvis_f814w_idgg97,NGC 7541,14,26668103,26667394,hst_15145_91_wfc3_uvis_f814w_idgg91,hst_15145_97_wfc3_uvis_f814w_idgg97,HST,HST,F814W,F814W,WFC3/UVIS,WFC3/UVIS,60.86042982000072,exact,1.0,1.368711939987819,True,2.1582825866504254
NGC 3256::hst_15083_06_wfc3_uvis_f336w_idle06::hst_15472_04_wfc3_uvis_f336w_idsy04,NGC 3256,1,26675551,26684797,hst_15083_06_wfc3_uvis_f336w_idle06,hst_15472_04_wfc3_uvis_f336w_idsy04,HST,HST,F336W,F336W,WFC3/UVIS,WFC3/UVIS,60.189295609998226,exact,1.0,1.36800131806664,True,2.1573350907555198
NGC 3583::hst_15145_42_wfc3_uvis_f555w_idgg42::hst_15145_49_wfc3_uvis_f555w_idgg49,NGC 3583,114,26668230,26668352,hst_15145_42_wfc3_uvis_f555w_idgg42,hst_15145_49_wfc3_uvis_f555w_idgg49,HST,HST,F555W,F555W,WFC3/UVIS,WFC3/UVIS,57.67400641999848,exact,1.0,1.3652668616047645,True,2.153689148806353
NGC 3583::hst_15145_43_wfc3_uvis_f350lp_idgg43::hst_15145_4a_wfc3_uvis_f350lp_idgg4a,NGC 3583,114,26668258,26667168,hst_15145_43_wfc3_uvis_f350lp_idgg43,hst_15145_4a_wfc3_uvis_f350lp_idgg4a,HST,HST,F350LP,F350LP,WFC3/UVIS,WFC3/UVIS,56.053809730001376,exact,1.0,1.3634426974169265,True,2.1512569298892354
NGC 3583::hst_15145_45_wfc3_uvis_f350lp_idgg45::hst_15145_4b_wfc3_uvis_f350lp_idgg4b,NGC 3583,114,26668474,26667896,hst_15145_45_wfc3_uvis_f350lp_idgg45,hst_15145_4b_wfc3_uvis_f350lp_idgg4b,HST,HST,F350LP,F350LP,WFC3/UVIS,WFC3/UVIS,52.56436491000204,exact,1.0,1.3593313940049767,True,2.145775192006636
NGC 5427::hst_17413_39_wfc3_uvis_f555w_if8739::hst_17413_60_wfc3_uvis_f555w_if8760,NGC 5427,45,198802811,210079784,hst_17413_39_wfc3_uvis_f555w_if8739,hst_17413_60_wfc3_uvis_f555w_if8760,HST,HST,F555W,F555W,WFC3/UVIS,WFC3/UVIS,49.1202095799963,exact,1.0,1.3550019317522843,True,2.1400025756697127
NGC 5012::hst_16683_03_wfc3_uvis_f814w_ien603::hst_16683_53_wfc3_uvis_f814w_ien653,NGC 5012,77,87461939,87828013,hst_16683_03_wfc3_uvis_f814w_ien603,hst_16683_53_wfc3_uvis_f814w_ien653,HST,HST,F814W,F814W,WFC3/UVIS,WFC3/UVIS,47.05566053000075,exact,1.0,1.3522616826575624,True,2.136348910210083
NGC 3079::hst_15645_30_acs_wfc_f814w_jdxk30::hst_15645_31_acs_wfc_f814w_jdxk31,NGC 3079,75,26307856,26493198,hst_15645_30_acs_wfc_f814w_jdxk30,hst_15645_31_acs_wfc_f814w_jdxk31,HST,HST,F814W,F814W,ACS/WFC,ACS/WFC,41.148820090005756,exact,1.0,1.343717813229979,True,2.1249570843066388
IC 2163::hst_13787_04_wfc3_uvis_f665n_ickj04::hst_skycell-p0818x12y14_wfc3_uvis_f625w_all,IC 2163,104,26614022,83224236,hst_13787_04_wfc3_uvis_f665n_ickj04,hst_skycell-p0818x12y14_wfc3_uvis_f625w_all,HST,HST,F665N,F625W,WFC3/UVIS,WFC3/UVIS,3498.4323600699936,very_similar,0.85,1.25,True,2.027199880176337
NGC 2207::hst_skycell-p0818x12y14_wfc3_uvis_f665n_all::hst_17731_15_wfc3_uvis_f625w_ifgl15,NGC 2207,88,89630040,233453286,hst_skycell-p0818x12y14_wfc3_uvis_f665n_all,hst_17731_15_wfc3_uvis_f625w_ifgl15,HST,HST,F665N,F625W,WFC3/UVIS,WFC3/UVIS,3498.4323600699936,very_similar,0.85,1.25,True,2.027199880176337
IC 2163::hst_13787_05_wfc3_uvis_f555w_ickj05::hst_skycell-p0818x12y14_wfc3_uvis_f475w_all,IC 2163,104,26614807,233636196,hst_13787_05_wfc3_uvis_f555w_ickj05,hst_skycell-p0818x12y14_wfc3_uvis_f475w_all,HST,HST,F555W,F475W,WFC3/UVIS,WFC3/UVIS,3498.3060522899978,very_similar,0.85,1.25,True,2.0271990963954805
NGC 2207::hst_13787_05_wfc3_uvis_f555w_ickj05::hst_skycell-p0818x12y14_wfc3_uvis_f475w_all,NGC 2207,88,26614807,233636196,hst_13787_05_wfc3_uvis_f555w_ickj05,hst_skycell-p0818x12y14_wfc3_uvis_f475w_all,HST,HST,F555W,F475W,WFC3/UVIS,WFC3/UVIS,3498.3060522899978,very_similar,0.85,1.25,True,2.0271990963954805
IC 2163::hst_13787_05_wfc3_uvis_f555w_ickj05::hst_skycell-p0818x12y14_wfc3_uvis_f625w_all,IC 2163,104,26614807,83224236,hst_13787_05_wfc3_uvis_f555w_ickj05,hst_skycell-p0818x12y14_wfc3_uvis_f625w_all,HST,HST,F555W,F625W,WFC3/UVIS,WFC3/UVIS,3498.299709699997,very_similar,0.85,1.25,True,2.027199057036901
NGC 2207::hst_13787_05_wfc3_uvis_f555w_ickj05::hst_17731_15_wfc3_uvis_f625w_ifgl15,NGC 2207,88,26614807,233453286,hst_13787_05_wfc3_uvis_f555w_ickj05,hst_17731_15_wfc3_uvis_f625w_ifgl15,HST,HST,F555W,F625W,WFC3/UVIS,WFC3/UVIS,3498.299709699997,very_similar,0.85,1.25,True,2.027199057036901
NGC 7331::hst_skycell-p2081x17y13_wfc3_uvis_f475x_all::hst_17506_25_wfc3_uvis_f555w_if8c25,NGC 7331,9,83202819,201411183,hst_skycell-p2081x17y13_wfc3_uvis_f475x_all,hst_17506_25_wfc3_uvis_f555w_if8c25,HST,HST,F475X,F555W,WFC3/UVIS,WFC3/UVIS,2550.084827880004,very_similar,0.85,1.25,True,2.0203362449937528
NGC 7331::hst_14762_57_wfc3_uvis_f300x_id7r57::hst_17506_25_wfc3_uvis_f275w_if8c25,NGC 7331,9,26659524,201415140,hst_14762_57_wfc3_uvis_f300x_id7r57,hst_17506_25_wfc3_uvis_f275w_if8c25,HST,HST,F300X,F275W,WFC3/UVIS,WFC3/UVIS,2550.084110099997,very_similar,0.85,1.25,True,2.0203362388840396
NGC 7331::hst_15166_03_wfc3_uvis_f336w_idi103::hst_17506_25_wfc3_uvis_f275w_if8c25,NGC 7331,9,26670660,201415140,hst_15166_03_wfc3_uvis_f336w_idi103,hst_17506_25_wfc3_uvis_f275w_if8c25,HST,HST,F336W,F275W,WFC3/UVIS,WFC3/UVIS,2183.9058826399996,very_similar,0.85,1.25,True,2.016971636698493
NGC 4038::hst_10188_10_acs_wfc_f435w_j91k10::hst_skycell-p0923x09y07_acs_wfc_f502n_all,NGC 4038,5,26378939,83230026,hst_10188_10_acs_wfc_f435w_j91k10,hst_skycell-p0923x09y07_acs_wfc_f502n_all,HST,HST,F435W,F502N,ACS/WFC,ACS/WFC,2011.534596110003,very_similar,0.85,1.25,True,2.01518716773822
NGC 4039::hst_10188_10_acs_wfc_f435w_j91k10::hst_11577_20_acs_wfc_f502n_jb5u20,NGC 4039,7,26378939,26416878,hst_10188_10_acs_wfc_f435w_j91k10,hst_11577_20_acs_wfc_f502n_jb5u20,HST,HST,F435W,F502N,ACS/WFC,ACS/WFC,2011.534596110003,very_similar,0.85,1.25,True,2.01518716773822
NGC 6744::hst_13364_0e_wfc3_uvis_f336w_icdm0e::hst_15654_41_wfc3_uvis_f275w_idxr41,NGC 6744,93,26606971,26690299,hst_13364_0e_wfc3_uvis_f336w_icdm0e,hst_15654_41_wfc3_uvis_f275w_idxr41,HST,HST,F336W,F275W,WFC3/UVIS,WFC3/UVIS,1735.8157550899996,very_similar,0.85,1.25,True,2.011987687502904
NGC 7331::hst_14762_57_wfc3_uvis_f300x_id7r57::hst_16179_32_wfc3_uvis_f336w_ieb332,NGC 7331,9,26659524,62300839,hst_14762_57_wfc3_uvis_f300x_id7r57,hst_16179_32_wfc3_uvis_f336w_ieb332,HST,HST,F300X,F336W,WFC3/UVIS,WFC3/UVIS,1680.3463156500002,very_similar,0.85,1.25,True,2.0112828588273897
NGC 3318::hst_16239_56_wfc3_uvis_f555w_ieec56::hst_17731_10_wfc3_uvis_f475w_ifgl10,NGC 3318,65,60633109,300682700,hst_16239_56_wfc3_uvis_f555w_ieec56,hst_17731_10_wfc3_uvis_f475w_ifgl10,HST,HST,F555W,F475W,WFC3/UVIS,WFC3/UVIS,1585.6331852500007,very_similar,0.85,1.25,True,2.0100238266768926
NGC 3318::hst_16239_56_wfc3_uvis_f555w_ieec56::hst_17731_10_wfc3_uvis_f625w_ifgl10,NGC 3318,65,60633109,300682701,hst_16239_56_wfc3_uvis_f555w_ieec56,hst_17731_10_wfc3_uvis_f625w_ifgl10,HST,HST,F555W,F625W,WFC3/UVIS,WFC3/UVIS,1585.62684266,very_similar,0.85,1.25,True,2.0100237398717833
NGC 5427::hst_16246_07_wfc3_uvis_f547m_iebn07::hst_17413_41_wfc3_uvis_f555w_if8741,NGC 5427,45,26312596,250801709,hst_16246_07_wfc3_uvis_f547m_iebn07,hst_17413_41_wfc3_uvis_f555w_if8741,HST,HST,F547M,F555W,WFC3/UVIS,WFC3/UVIS,1471.1530626099993,very_similar,0.85,1.25,True,2.0083976483394443
NGC 3256::hst_13333_02_wfc3_uvis_f467m_icah02::hst_15083_06_wfc3_uvis_f438w_idle06,NGC 3256,1,26599100,26675556,hst_13333_02_wfc3_uvis_f467m_icah02,hst_15083_06_wfc3_uvis_f438w_idle06,HST,HST,F467M,F438W,WFC3/UVIS,WFC3/UVIS,1466.5651696700006,very_similar,0.85,1.25,True,2.0083298697958
NGC 6744::hst_13364_0e_wfc3_uvis_f438w_icdm0e::hst_15133_27_wfc3_uvis_f475w_idkv27,NGC 6744,93,26606959,26699032,hst_13364_0e_wfc3_uvis_f438w_icdm0e,hst_15133_27_wfc3_uvis_f475w_idkv27,HST,HST,F438W,F475W,WFC3/UVIS,WFC3/UVIS,1203.2162264999934,very_similar,0.85,1.25,True,2.0040352237457792
IC 2163::hst_skycell-p0818x12y14_wfc3_uvis_f555w_all::hst_skycell-p0818x12y14_wfc3_uvis_f475w_all,IC 2163,104,83224235,233636196,hst_skycell-p0818x12y14_wfc3_uvis_f555w_all,hst_skycell-p0818x12y14_wfc3_uvis_f475w_all,HST,HST,F555W,F475W,WFC3/UVIS,WFC3/UVIS,1164.5108855299986,very_similar,0.85,1.25,True,2.0033258167029344
NGC 2207::hst_16239_28_wfc3_uvis_f555w_ieec28::hst_skycell-p0818x12y14_wfc3_uvis_f475w_all,NGC 2207,88,62910919,233636196,hst_16239_28_wfc3_uvis_f555w_ieec28,hst_skycell-p0818x12y14_wfc3_uvis_f475w_all,HST,HST,F555W,F475W,WFC3/UVIS,WFC3/UVIS,1164.5108855299986,very_similar,0.85,1.25,True,2.0033258167029344
IC 2163::hst_skycell-p0818x12y14_wfc3_uvis_f555w_all::hst_skycell-p0818x12y14_wfc3_uvis_f625w_all,IC 2163,104,83224235,83224236,hst_skycell-p0818x12y14_wfc3_uvis_f555w_all,hst_skycell-p0818x12y14_wfc3_uvis_f625w_all,HST,HST,F555W,F625W,WFC3/UVIS,WFC3/UVIS,1164.504542939998,very_similar,0.85,1.25,True,2.0033256985333243
NGC 5427::hst_16246_07_wfc3_uvis_f547m_iebn07::hst_17413_60_wfc3_uvis_f555w_if8760,NGC 5427,45,26312596,210079784,hst_16246_07_wfc3_uvis_f547m_iebn07,hst_17413_60_wfc3_uvis_f555w_if8760,HST,HST,F547M,F555W,WFC3/UVIS,WFC3/UVIS,1141.7429923999953,very_similar,0.85,1.25,True,2.0028974283380885
NGC 6744::hst_13364_0e_wfc3_uvis_f336w_icdm0e::hst_skycell-p0137x09y20_wfc3_uvis_f300x_all,NGC 6744,93,26606971,83219951,hst_13364_0e_wfc3_uvis_f336w_icdm0e,hst_skycell-p0137x09y20_wfc3_uvis_f300x_all,HST,HST,F336W,F300X,WFC3/UVIS,WFC3/UVIS,1136.1554719100022,very_similar,0.85,1.25,True,2.0027909922746985
NGC 6744::hst_13364_0e_wfc3_uvis_f438w_icdm0e::hst_skycell-p0137x09y20_wfc3_uvis_f475x_all,NGC 6744,93,26606959,83219975,hst_13364_0e_wfc3_uvis_f438w_icdm0e,hst_skycell-p0137x09y20_wfc3_uvis_f475x_all,HST,HST,F438W,F475X,WFC3/UVIS,WFC3/UVIS,1136.1452867099943,very_similar,0.85,1.25,True,2.002790797780802
NGC 1961::hst_15446_41_acs_wfc_f606w_jdrz41::hst_17070_81_acs_wfc_f555w_jey381,NGC 1961,17,26490676,101763390,hst_15446_41_acs_wfc_f606w_jdrz41,hst_17070_81_acs_wfc_f555w_jey381,HST,HST,F606W,F555W,ACS/WFC,ACS/WFC,980.2086341100003,very_similar,0.85,1.25,True,1.99958806805549
NGC 7331::hst_16179_32_wfc3_uvis_f336w_ieb332::hst_17506_25_wfc3_uvis_f275w_if8c25,NGC 7331,9,62300839,201415140,hst_16179_32_wfc3_uvis_f336w_ieb332,hst_17506_25_wfc3_uvis_f275w_if8c25,HST,HST,F336W,F275W,WFC3/UVIS,WFC3/UVIS,869.7377944499967,very_similar,0.85,1.25,True,1.9969943697729269
NGC 7331::hst_14202_01_wfc3_uvis_f438w_icvc01::hst_skycell-p2081x17y13_wfc3_uvis_f475x_all,NGC 7331,9,26637952,83202819,hst_14202_01_wfc3_uvis_f438w_icvc01,hst_skycell-p2081x17y13_wfc3_uvis_f475x_all,HST,HST,F438W,F475X,WFC3/UVIS,WFC3/UVIS,509.94480748000205,very_similar,0.85,1.25,True,1.985418699497788
NGC 3256::hst_15083_06_wfc3_uvis_f336w_idle06::hst_15649_11_wfc3_uvis_f275w_idy411,NGC 3256,1,26675551,26696024,hst_15083_06_wfc3_uvis_f336w_idle06,hst_15649_11_wfc3_uvis_f275w_idy411,HST,HST,F336W,F275W,WFC3/UVIS,WFC3/UVIS,372.3139687199946,very_similar,0.85,1.25,True,1.9786037120364321
NGC 3256::hst_15472_04_wfc3_uvis_f336w_idsy04::hst_15649_11_wfc3_uvis_f275w_idy411,NGC 3256,1,26684797,26696024,hst_15472_04_wfc3_uvis_f336w_idsy04,hst_15649_11_wfc3_uvis_f275w_idy411,HST,HST,F336W,F275W,WFC3/UVIS,WFC3/UVIS,312.12467310999637,very_similar,0.85,1.25,True,1.974785864491249
NGC 6000::hst_14762_70_wfc3_uvis_f475x_id7r70::hst_15166_53_wfc3_uvis_f555w_idi153,NGC 6000,18,26652212,26670815,hst_14762_70_wfc3_uvis_f475x_id7r70,hst_15166_53_wfc3_uvis_f555w_idi153,HST,HST,F475X,F555W,WFC3/UVIS,WFC3/UVIS,167.46844214000157,very_similar,0.85,1.25,True,1.961325927993887
NGC 4567::hst_9733_04_acs_wfc_f606w_j8nv04::hst_16691_19_wfc3_uvis_f606w_ierg19,NGC 4567,66,26353035,71748696,hst_9733_04_acs_wfc_f606w_j8nv04,hst_16691_19_wfc3_uvis_f606w_ierg19,HST,HST,F606W,F606W,ACS/WFC,WFC3/UVIS,6320.79680484,exact,1.0,1.4000000000000001,True,1.940042026631846
NGC 4568::hst_9733_04_acs_wfc_f606w_j8nv04::hst_16691_19_wfc3_uvis_f606w_ierg19,NGC 4568,52,26353035,71748696,hst_9733_04_acs_wfc_f606w_j8nv04,hst_16691_19_wfc3_uvis_f606w_ierg19,HST,HST,F606W,F606W,ACS/WFC,WFC3/UVIS,6320.79680484,exact,1.0,1.4000000000000001,True,1.940042026631846
NGC 4038::hst_10187_03_acs_hrc_f814w_j90n03::hst_15645_19_acs_wfc_f814w_jdxk19,NGC 4038,5,26373851,26493562,hst_10187_03_acs_hrc_f814w_j90n03,hst_15645_19_acs_wfc_f814w_jdxk19,HST,HST,F814W,F814W,ACS/HRC,ACS/WFC,5095.201521479998,exact,1.0,1.4000000000000001,True,1.9353623296588327
NGC 4039::hst_10187_03_acs_hrc_f814w_j90n03::hst_15645_19_acs_wfc_f814w_jdxk19,NGC 4039,7,26373851,26493562,hst_10187_03_acs_hrc_f814w_j90n03,hst_15645_19_acs_wfc_f814w_jdxk19,HST,HST,F814W,F814W,ACS/HRC,ACS/WFC,5095.201521479998,exact,1.0,1.4000000000000001,True,1.9353623296588327
NGC 4039::hst_10187_03_acs_hrc_f814w_j90n03::hst_11577_12_acs_wfc_f814w_jb5u12,NGC 4039,7,26373851,26415793,hst_10187_03_acs_hrc_f814w_j90n03,hst_11577_12_acs_wfc_f814w_jb5u12,HST,HST,F814W,F814W,ACS/HRC,ACS/WFC,1718.6967216400008,exact,1.0,1.4000000000000001,True,1.9117725931671323
NGC 4536::hst_13691_23_acs_wfc_f814w_jcnw23::hst_15654_29_wfc3_uvis_f814w_idxr29,NGC 4536,102,26470186,26695611,hst_13691_23_acs_wfc_f814w_jcnw23,hst_15654_29_wfc3_uvis_f814w_idxr29,HST,HST,F814W,F814W,ACS/WFC,WFC3/UVIS,1559.7488686300057,exact,1.0,1.4000000000000001,True,1.9096666514394034
NGC 4536::hst_15654_30_acs_wfc_f814w_jdxr30::hst_15654_29_wfc3_uvis_f814w_idxr29,NGC 4536,102,26493840,26695611,hst_15654_30_acs_wfc_f814w_jdxr30,hst_15654_29_wfc3_uvis_f814w_idxr29,HST,HST,F814W,F814W,ACS/WFC,WFC3/UVIS,105.77702916999988,exact,1.0,1.4000000000000001,True,1.851423891671279
NGC 3256::hst_9300_01_acs_hrc_f220w_j8ec01::hst_15649_11_wfc3_uvis_f275w_idy411,NGC 3256,1,26325404,26696024,hst_9300_01_acs_hrc_f220w_j8ec01,hst_15649_11_wfc3_uvis_f275w_idy411,HST,HST,F220W,F275W,ACS/HRC,WFC3/UVIS,6136.0983944399995,very_similar,0.85,1.25,True,1.6893981543132905
NGC 3256::hst_9300_01_acs_hrc_f330w_j8ec01::hst_15649_11_wfc3_uvis_f275w_idy411,NGC 3256,1,26325402,26696024,hst_9300_01_acs_hrc_f330w_j8ec01,hst_15649_11_wfc3_uvis_f275w_idy411,HST,HST,F330W,F275W,ACS/HRC,WFC3/UVIS,6135.966077239995,very_similar,0.85,1.25,True,1.6893976861339848
NGC 3256::hst_9300_01_acs_hrc_f330w_j8ec01::hst_15472_04_wfc3_uvis_f336w_idsy04,NGC 3256,1,26325402,26684797,hst_9300_01_acs_hrc_f330w_j8ec01,hst_15472_04_wfc3_uvis_f336w_idsy04,HST,HST,F330W,F336W,ACS/HRC,WFC3/UVIS,5823.841404129998,very_similar,0.85,1.25,True,1.6882642052552987
NGC 4536::hst_13691_23_acs_wfc_f606w_jcnw23::hst_17502_77_wfc3_uvis_f657n_ifab77,NGC 4536,102,26470170,212762808,hst_13691_23_acs_wfc_f606w_jcnw23,hst_17502_77_wfc3_uvis_f657n_ifab77,HST,HST,F606W,F657N,ACS/WFC,WFC3/UVIS,3019.000736110007,very_similar,0.85,1.25,True,1.674000352440713
NGC 4536::hst_13691_23_acs_wfc_f606w_jcnw23::hst_17502_76_wfc3_uvis_f657n_ifab76,NGC 4536,102,26470170,198770078,hst_13691_23_acs_wfc_f606w_jcnw23,hst_17502_76_wfc3_uvis_f657n_ifab76,HST,HST,F606W,F657N,ACS/WFC,WFC3/UVIS,2917.280119670002,very_similar,0.85,1.25,True,1.6732563488293468
NGC 4038::hst_10188_10_acs_wfc_f435w_j91k10::hst_11577_12_wfc3_uvis_f336w_ib5u12,NGC 4038,5,26378939,26515024,hst_10188_10_acs_wfc_f435w_j91k10,hst_11577_12_wfc3_uvis_f336w_ib5u12,HST,HST,F435W,F336W,ACS/WFC,WFC3/UVIS,2017.5781614599982,very_similar,0.85,1.25,True,1.6652522785204495
NGC 4536::hst_11570_24_wfc3_uvis_f555w_ib1f24::hst_13691_23_acs_wfc_f606w_jcnw23,NGC 4536,102,26506213,26470170,hst_11570_24_wfc3_uvis_f555w_ib1f24,hst_13691_23_acs_wfc_f606w_jcnw23,HST,HST,F555W,F606W,WFC3/UVIS,ACS/WFC,1974.6213447399932,very_similar,0.85,1.25,True,1.6647851854830178
NGC 4038::hst_10187_03_acs_hrc_f555w_j90n03::hst_skycell-p0923x09y07_acs_wfc_f502n_all,NGC 4038,5,26373856,83230026,hst_10187_03_acs_hrc_f555w_j90n03,hst_skycell-p0923x09y07_acs_wfc_f502n_all,HST,HST,F555W,F502N,ACS/HRC,ACS/WFC,1712.5904020099988,very_similar,0.85,1.25,True,1.6616953510484036
NGC 4038::hst_11577_20_wfc3_ir_f110w_ib5u20::jw01995-o019_t019_nircam_clear-f115w,NGC 4038,5,26515324,140242398,hst_11577_20_wfc3_ir_f110w_ib5u20,jw01995-o019_t019_nircam_clear-f115w,HST,JWST,F110W,F115W,WFC3/IR,NIRCAM/IMAGE,4872.789718407781,very_similar,0.85,1.15,True,1.5343933393722544
NGC 0988::jw03295-o009_t006_miri_f770w::jw08878062001_xx101_00001_miri,NGC 0988,63,207168854,253894672,jw03295-o009_t006_miri_f770w,jw08878062001_xx101_00001_miri,JWST,JWST,F770W,F770W,MIRI/IMAGE,MIRI/IMAGE,,exact,1.0,,True,
NGC 0988::jw03295-o009_t006_miri_f1000w::jw08878062001_xx105_00001_miri,NGC 0988,63,207168873,253894676,jw03295-o009_t006_miri_f1000w,jw08878062001_xx105_00001_miri,JWST,JWST,F1000W,F1000W,MIRI/IMAGE,MIRI/IMAGE,,exact,1.0,,True,
NGC 0988::jw03295-o009_t006_miri_f1500w::jw08878062001_xx109_00001_miri,NGC 0988,63,207168861,253894680,jw03295-o009_t006_miri_f1500w,jw08878062001_xx109_00001_miri,JWST,JWST,F1500W,F1500W,MIRI/IMAGE,MIRI/IMAGE,,exact,1.0,,True,
NGC 0988::jw03295-o009_t006_miri_f2100w::jw08878062001_xx10d_00001_miri,NGC 0988,63,207168904,253894684,jw03295-o009_t006_miri_f2100w,jw08878062001_xx10d_00001_miri,JWST,JWST,F2100W,F2100W,MIRI/IMAGE,MIRI/IMAGE,,exact,1.0,,True,
NGC 3079::jw05627-o018_t006_miri_f560w-sub128::jw07140015001_xx101_00001_miri,NGC 3079,75,233338429,250265506,jw05627-o018_t006_miri_f560w-sub128,jw07140015001_xx101_00001_miri,JWST,JWST,F560W,F560W,MIRI/IMAGE,MIRI/IMAGE,,exact,1.0,,True,
NGC 3079::jw05627-o018_t006_miri_f770w-sub128::jw07140015001_xx104_00001_miri,NGC 3079,75,233338424,250265554,jw05627-o018_t006_miri_f770w-sub128,jw07140015001_xx104_00001_miri,JWST,JWST,F770W,F770W,MIRI/IMAGE,MIRI/IMAGE,,exact,1.0,,True,
